,Time,User,Tweet,RetweetCount,LikeCount,TweetID,Geo,q0_label,q1_label,q2_label,q4_label
987,Tue Mar 22 10:06:47 +0000 2022,BandyGit,@gnomepigface @k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt ‘Mass formation psychosis doesn’t exist’ says brainwashed person.,0,0,1.51E+18,,,,,
988,Tue Mar 22 10:05:21 +0000 2022,BandyGit,"@TakethatCt @KevinPe00158553 @k_b_lvi @pjktweets The FDA wanted 55 years to release the Pfizer trial data that they used to authorise the jabs, that’s a fact.",0,0,1.51E+18,,,,,
989,Tue Mar 22 10:04:07 +0000 2022,BandyGit,@KevinPe00158553 @k_b_lvi @TakethatCt @pjktweets It’s that u after jab number 7 next year?,0,0,1.51E+18,,,,,
990,Tue Mar 22 10:00:33 +0000 2022,BandyGit,"@KevinPe00158553 @k_b_lvi @pjktweets @TakethatCt Died of the reasons they normally die of? They were not all excess deaths.
 Nice to see you’re all using memes in replies now, that’s always a sign of educated people.",0,0,1.51E+18,,,,,
991,Tue Mar 22 09:58:21 +0000 2022,BandyGit,"@KevinPe00158553 @TakethatCt @k_b_lvi @pjktweets Have u seriously not looked at the World Economic Forum and who it’s members are? 
 Stay in denial and call everything a conspiracy. Ffs Biden even mentioned The New World Order in a public speech, they’re not even hiding it.",0,0,1.51E+18,,,,,
992,Tue Mar 22 09:50:03 +0000 2022,BandyGit,"@KevinPe00158553 @k_b_lvi @pjktweets @TakethatCt Not sure what u mean. I’ve said hospitals shut down whole depts but said they were overwhelmed with covid patients, which they weren’t. There has not been a pandemic.",0,0,1.51E+18,,,,,
993,Tue Mar 22 09:48:03 +0000 2022,BandyGit,@k_b_lvi @KevinPe00158553 @BreezerGalway @pjktweets @TakethatCt ‘Full of sense’ 🤣,0,0,1.51E+18,,,,,
994,Tue Mar 22 09:45:46 +0000 2022,BandyGit,"@KevinPe00158553 @k_b_lvi @BreezerGalway @pjktweets @TakethatCt Oh yeh of course, it’s only the jabs keeping them alive. U really have been brainwashed good and proper.",0,0,1.51E+18,,,,,
995,Tue Mar 22 09:44:01 +0000 2022,BandyGit,@TakethatCt @k_b_lvi @KevinPe00158553 @pjktweets So who do u trust then? U must trust someone if you’re having the jabs?,0,0,1.51E+18,,,,,
996,Tue Mar 22 09:42:50 +0000 2022,BandyGit,"@k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt I love how how the multi jabbed think they’ve got the intelligent high ground.
 U have a good day too.",0,0,1.51E+18,,,,,
997,Tue Mar 22 09:39:11 +0000 2022,BandyGit,"@KevinPe00158553 @k_b_lvi @pjktweets @TakethatCt Ffs that’s not evidence of anything if covid has been attributed incorrectly to deaths.
 As I’ve said, u keep believing it’s all true and I’ll live life normally and stay jab free.",0,0,1.51E+18,,,,,
998,Tue Mar 22 09:37:12 +0000 2022,BandyGit,@KevinPe00158553 @k_b_lvi @BreezerGalway @pjktweets @TakethatCt Hasn’t Scotland just reported its highest number of covid hospitalisations since the start of it all? Yeh the jabs work really well.,0,0,1.51E+18,,,,,
999,Tue Mar 22 09:34:38 +0000 2022,BandyGit,"@KevinPe00158553 @k_b_lvi @pjktweets @TakethatCt Midazolam killed people in care homes, do some research.",0,0,1.51E+18,,,,,
1000,Tue Mar 22 09:33:12 +0000 2022,BandyGit,"@KevinPe00158553 @k_b_lvi @BreezerGalway @pjktweets @TakethatCt 🤣🤣 of course they have, u only have to look at all the most jabbed countries to see how well they work.",0,0,1.51E+18,,,,,
1001,Tue Mar 22 09:31:15 +0000 2022,BandyGit,@k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt I know what happened in care homes in 2020 from personal experience. We’ve all got our own experiences.,0,0,1.51E+18,,,,,
1002,Tue Mar 22 09:28:57 +0000 2022,BandyGit,"@TakethatCt @k_b_lvi @KevinPe00158553 @pjktweets And you’re a fan of who? David Javid? Matt Hancock? Is that who you’ve been taking your medical advice from?
 Del Bigtree has had a single vaccination in his life (his choice) and he’s doing fine, why is that a problem for u?",0,0,1.51E+18,,,,,
1003,Tue Mar 22 09:25:50 +0000 2022,BandyGit,"@k_b_lvi @BreezerGalway @KevinPe00158553 @pjktweets @TakethatCt I’d that right? What number jab are u on now? When u had your first one did u think number 4 would be rolled out in just over a year?
 You’re all getting injected every few months and I’m the nutter? U people are deluded.",0,0,1.51E+18,,,,,
1004,Tue Mar 22 09:24:57 +0000 2022,BandyGit,@KevinPe00158553 @k_b_lvi @pjktweets @TakethatCt So why did they want 55 years to release it?,0,0,1.51E+18,,,,,
1005,Tue Mar 22 09:24:56 +0000 2022,BandyGit,@k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt It’s hard to accept when you’ve been duped. You’ve been tricked into taking a jab u don’t need. This video from Oct 2019 is interesting. https://t.co/fBys9lnZUf,0,0,1.51E+18,,,,,
1006,Tue Mar 22 09:17:24 +0000 2022,BandyGit,"@KevinPe00158553 @k_b_lvi @pjktweets @TakethatCt Oh dear, he spouts ‘safe and effective’ like a good brainwashed gullible citizen. 
 Makes u wonder why Pfizer are only releasing their trial data after a court order.",0,0,1.51E+18,,,,,
1007,Tue Mar 22 09:15:14 +0000 2022,BandyGit,@BreezerGalway @k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt Happy for u. Most people wait until they die before they donate their body to medical science but that’s up to u.,0,0,1.51E+18,,,,,
1008,Tue Mar 22 09:13:43 +0000 2022,BandyGit,"@k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt I’m embarrassing myself apparently but I’m not the one taking experimental jabs every few months to supposedly protect me from something that poses no risk to me. Same as my 89 year old father in law, still miraculously alive without being jabbed.",0,0,1.51E+18,,yes,no,yes,yes
1009,Tue Mar 22 09:10:22 +0000 2022,BandyGit,"@k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt How so? Genuine question, are u jabbed?",0,0,1.51E+18,,,,,
1010,Tue Mar 22 09:09:04 +0000 2022,BandyGit,"@KevinPe00158553 @DavidTYork @k_b_lvi @pjktweets Yeh cancelling life threatening treatment for non covid illnesses doesn’t justify it dies it? Leaving wards empty in case there’s an influx of non existent covid patients, but still claiming to be overwhelmed.",0,0,1.51E+18,,,,,
1011,Tue Mar 22 09:07:15 +0000 2022,BandyGit,@k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt So you’re unjabbed then?,0,0,1.51E+18,,,,,
1012,Tue Mar 22 09:04:50 +0000 2022,BandyGit,"@DavidTYork @k_b_lvi @KevinPe00158553 @pjktweets It’s the same when I show these total hospital admission stats to people, they can’t comprehend that hospitals have less patients in a ‘deadly pandemic’.
 I’ll stick with being skeptical and staying unjabbed. https://t.co/5uk4x8RmEj",0,0,1.51E+18,,,,,
1013,Tue Mar 22 09:01:48 +0000 2022,BandyGit,@DavidTYork @k_b_lvi @KevinPe00158553 @pjktweets U mean it still wouldn’t prove anything?,0,0,1.51E+18,,,,,
1014,Tue Mar 22 09:00:15 +0000 2022,BandyGit,@k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt U keep believing everything you’re told by the media and rolling up your sleeve every few months 👍🏻,0,0,1.51E+18,,,,,
1015,Tue Mar 22 08:56:56 +0000 2022,BandyGit,@k_b_lvi @KevinPe00158553 @pjktweets @TakethatCt Yeh get Mr PCR involved. The man who says PCR tests have always been used the same way for influenza and that people with no symptoms spread disease. I won’t be wasting my time on that.,0,0,1.51E+18,,,,,
1016,Tue Mar 22 08:47:18 +0000 2022,BandyGit,@k_b_lvi @KevinPe00158553 @pjktweets It’s funny how people believe the covid death stats are genuine but never question how the PCR tests run at 45 cycles (on which the stats are based) prove a person is infected.,0,1,1.51E+18,,,,,
1017,Mon Mar 21 23:51:25 +0000 2022,BandyGit,@s_dee90 🤣,0,0,1.51E+18,,,,,
1018,Mon Mar 21 23:40:58 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets Deaths are attributed incorrectly whichever set of stats u want to believe. I personally know 3 people that died of terminal cancer that had covid put on the death certificate. 
 If u want to believe the covid death figures are genuine then good for u.",0,0,1.51E+18,,,,,
1019,Mon Mar 21 23:28:12 +0000 2022,BandyGit,@PTruthspeaker Whitty looks disturbing 😄,0,0,1.51E+18,,,,,
1020,Mon Mar 21 23:21:43 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets Yep all 160,000 or so people in the UK that had their deaths attributed to covid would all be alive today if it wasn’t for covid. ✋🏻",0,0,1.51E+18,,,,,
1021,Mon Mar 21 23:03:23 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets U think ‘deaths for ANY reason within 28 days of a positive test’ constitute a genuine covid death?
 Covid is included on certificates where it isn’t the underlying reason for death &amp; counted as a covid death, that’s indisputable.
 
 https://t.co/Yy4grnKcRL",0,0,1.51E+18,,,,,
1022,Mon Mar 21 22:43:57 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets Still no comment? Or are u trying to find another meme?
 U keep believing everything you’re told, the ‘vaccines’ are completely safe and effective (for about a month apparently).
 And I’m the clown?
 Good luck to u.",0,0,1.51E+18,,,,,
1023,Mon Mar 21 22:33:38 +0000 2022,BandyGit,@KevinPe00158553 @pjktweets https://t.co/ypoatPnTFP,0,0,1.51E+18,,,,,
1024,Mon Mar 21 22:33:26 +0000 2022,BandyGit,@KevinPe00158553 @pjktweets This is from article in Mail on Sunday from research by Prof Carl Heneghan. https://t.co/SmrGXVI7GA,0,0,1.51E+18,,,,,
1025,Mon Mar 21 22:26:29 +0000 2022,BandyGit,@KevinPe00158553 @pjktweets https://t.co/M7rDxGhWyG,0,0,1.51E+18,,,,,
1026,Mon Mar 21 22:24:02 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets It was an article in The Spectator, now behind paywall. If you’ve got a subscription search for articles by Dr John Lee.",0,0,1.51E+18,,,,,
1027,Mon Mar 21 22:03:10 +0000 2022,BandyGit,@Lizzie59293400 😂 very true.,0,0,1.51E+18,,,,,
1028,Mon Mar 21 21:38:55 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets It says a lot about u that I send u a video with Dr Anthony Fauci, probably the most prominent doctor on pandemic/vaccines in the world talking 4 months before covid about how to bypass the phases of vaccine trials, &amp; all u can reply with is a meme.",0,0,1.51E+18,,,,,
1029,Mon Mar 21 21:21:48 +0000 2022,BandyGit,@KevinPe00158553 @pjktweets https://t.co/jVlBBK1Gom,0,0,1.51E+18,,,,,
1030,Mon Mar 21 21:21:38 +0000 2022,BandyGit,@KevinPe00158553 @pjktweets These screenshots are from an article in May 2020 from Dr John Lee. https://t.co/N86Pfd7qqf,0,0,1.51E+18,,,,,
1031,Mon Mar 21 21:14:24 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets Do u see Influenza on the list of notifiable diseases? Why only Covid?
 Keep on rolling up your sleeve every few months like a lab rat 👍🏻
 
 https://t.co/duPGQ46VvP",0,0,1.51E+18,,,,,
1032,Mon Mar 21 20:40:20 +0000 2022,BandyGit,@pjktweets @KevinPe00158553 This video mentioned Australia. https://t.co/4MeUlubRl7,0,0,1.51E+18,,,,,
1033,Mon Mar 21 20:30:40 +0000 2022,BandyGit,@pjktweets @KevinPe00158553 Medics in the US lose their licence if they deviate from the message. I’ve seen same in Australia. Dr Sam White in UK spoke out about vaccines and had his medical licence revoked but got it back in court.,0,0,1.51E+18,,,,,
1034,Mon Mar 21 20:27:51 +0000 2022,BandyGit,"@pjktweets @KevinPe00158553 As Klaus Schwab has confirmed, they’ve infiltrated govts everywhere. The ‘pandemic’ has been used as an opportunity, even tho it was planned (agenda 201). I don’t have all the answers but things are not being implemented for our benefit that’s for sure.",0,0,1.51E+18,,,,,
1035,Mon Mar 21 20:23:34 +0000 2022,BandyGit,"@pjktweets @KevinPe00158553 Until u accept that govts are not acting independently you’ll just dismiss everything. Leaders all over the world inc Trudeau, Arden, Macron plus loads of high ranking govt officials inc Javid are members of the World Economic Forum (build back better etc).",0,0,1.51E+18,,,,,
1036,Mon Mar 21 19:13:50 +0000 2022,BandyGit,@KevinPe00158553 @pjktweets There’s only a website and a book for you to read if u can be bothered to take your head out of the sand.,0,0,1.51E+18,,,,,
1037,Mon Mar 21 19:10:02 +0000 2022,BandyGit,@KevinPe00158553 @pjktweets https://t.co/tA0rmRRoSY,0,0,1.51E+18,,,,,
1038,Mon Mar 21 19:08:49 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets Ok u keep spouting nonsense. Haven’t u got a war to fight in Ukraine? It’s been nice meeting another member of the brainwashed, I wish u all the best.",0,0,1.51E+18,,,,,
1039,Mon Mar 21 18:50:12 +0000 2022,BandyGit,@pjktweets @KevinPe00158553 Everyone doesn’t need to be in on a ‘conspiracy’. Threatening people with the sack if they speak out works most of the time.,0,0,1.51E+18,,,,,
1040,Mon Mar 21 18:48:50 +0000 2022,BandyGit,"@pjktweets @KevinPe00158553 Stats from FOI requests from all over the country prove hospitals weren’t overwhelmed.
 Are u saying that govts haven’t lied to the public? What number jab are u on now? 
 If u want to think there’s nothing going on (Great Reset, WEF etc) then stay in denial.",0,0,1.51E+18,,,,,
1041,Mon Mar 21 18:44:37 +0000 2022,BandyGit,@KevinPe00158553 @pjktweets U both genuinely think there has been a pandemic &amp; govts have been trying to save lives. What’s your view on this video of a Medical Think Tank conference from Oct 2019? https://t.co/4fs5qw7zlU,0,0,1.51E+18,,,,,
1042,Mon Mar 21 18:34:57 +0000 2022,BandyGit,"@pjktweets @KevinPe00158553 So attributing a death to covid in a care home via video call is acceptable? 
 Covid was made a notifiable disease, it has to go on death certs regardless of other ailments a person has, this has obviously inflated the numbers.",0,0,1.51E+18,,,,,
1043,Mon Mar 21 18:29:14 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets The death certification process was changed in April 2020, it made covid a notifiable disease (unlike flu) so it had to go on all death certs, regardless of how much it contributed to death. 
 I know from personal experience how care home deaths were incorrectly recorded as covid.",0,0,1.51E+18,,,,,
1044,Mon Mar 21 18:02:49 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets Attributing a death to covid doesn’t make it so. 
 A person with multiple health issues tests ‘positive’ (even symptomless) &amp; that overrides all other reasons for death, so increases the number of covid deaths.
 The death certification process is a joke.
 
 https://t.co/lcrVSUUKk4",0,0,1.51E+18,,,,,
1045,Mon Mar 21 17:27:57 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets ‘Disingenuous’ 😂. I prefer to call them facts.
 Even the MSM are now running stories about the incorrect number of deaths attributed to ‘covid’. You’ve been lied to, might as well accept it sooner rather than later.",0,0,1.51E+18,,,,,
1046,Mon Mar 21 17:16:01 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets Of course in a pandemic there’s thousands less patients in hospital than normal, I’m sure if u asked people that’s what they’d expect to see.
 The total deaths figures for those hospitals don’t show a pandemic either. U need to get your info from sources other than MSM. https://t.co/GLxKPki0ID",0,0,1.51E+18,,,,,
1047,Mon Mar 21 16:35:24 +0000 2022,BandyGit,"@ai_clayton @talkRADIO @JuliaHB1 @sajidjavid When he says they ‘work’ he means make people sick, that’s what they’re designed to do.",0,5,1.51E+18,,,,,
1048,Mon Mar 21 16:22:19 +0000 2022,BandyGit,@Moosefucker A more sinister version of Ronnie and Reggie.,0,1,1.51E+18,,,,,
1049,Mon Mar 21 16:17:41 +0000 2022,BandyGit,@JohnStone32 @paulk652517 Thanks for the link. Looks like they are going to class ‘vaccines’ as some sort of software update.,8,32,1.51E+18,,,,,
1050,Mon Mar 21 16:04:10 +0000 2022,BandyGit,"@KevinPe00158553 @pjktweets Those figures show 60,000 less patients were admitted to those hospitals in 2020 than the previous year. If u think that reflects a ‘pandemic’ then there’s nothing more to say.",0,0,1.51E+18,,,,,
1051,Mon Mar 21 15:58:18 +0000 2022,BandyGit,@UnityNewsNet https://t.co/EO4n6qmjaD,0,1,1.51E+18,,,,,
1052,Mon Mar 21 15:32:54 +0000 2022,BandyGit,@nathaliejacoby1 Still alive.,0,1,1.51E+18,,,,,
1053,Mon Mar 21 15:32:23 +0000 2022,BandyGit,@Heachy_1979 @nathaliejacoby1 Not dying.,0,3,1.51E+18,,,,,
1054,Mon Mar 21 14:39:38 +0000 2022,BandyGit,"‘If u want to wait to see if a side effect shows up 2 years later, that takes 2 years’ said vaccine guru Bill Gates.
 In the meantime, people are about to have their their 4th or 5th jab in just over a year. https://t.co/NIC74asv8b",442,690,1.51E+18,,,,,
1055,Mon Mar 21 11:34:36 +0000 2022,BandyGit,"@pjktweets The main issue is that we have all been told hospitals were/are overwhelmed, but they’ve had less patients. NHS policy decisions, staffing issues, ridiculous testing &amp; isolation rules etc are not an excuse to deny people treatment for potentially life threatening conditions.",0,0,1.51E+18,,,,,
1056,Mon Mar 21 11:29:51 +0000 2022,BandyGit,"@pjktweets No doubt numerous ‘non-covid’ related surgeries, treatments etc were cancelled so entire wards were closed, that would have reduced overall numbers but these were policy decisions that have had a hugely detrimental effect on serious health conditions.",0,0,1.51E+18,,,,,
1057,Sun Mar 20 22:57:37 +0000 2022,BandyGit,"@JuliaHB1 How are seemingly intelligent people so susceptible to propaganda? U can’t seriously believe this BS?
 Anyone who thinks the media coverage of this ‘war’ is normal is beyond help.",1,17,1.51E+18,,,,,
1058,Sun Mar 20 22:38:13 +0000 2022,BandyGit,"@StevePriceMedia @AusTodayListnr The shameless pushing of dangerous ‘vaccines’ continues.
 The Australian Health Practitioner Regulation Agency (AHPRA) has 12 Commandments that must be obeyed to avoid losing a licence.
 Even ‘views expressed which may be consistent with evidence-based material’ are not allowed. https://t.co/Aj9JEHFLbN",0,2,1.51E+18,,,,,
1059,Sun Mar 20 21:35:27 +0000 2022,BandyGit,@KdMarrison Having seen some other FOI responses it seems as though it was the same in other regions.,0,0,1.51E+18,,,,,
1060,Sun Mar 20 20:13:17 +0000 2022,BandyGit,"@timspector @telfordvillan I’m not sure what’s worse, someone who monitors people who have a cold or people worried about catching a cold.",0,2,1.51E+18,,,,,
1061,Sun Mar 20 18:33:56 +0000 2022,BandyGit,"@ClarkeMicah @MartinDaubney Mr H was almost a lone voice on this subject in the very early days, raising the issue that dying ‘with’ was inflating the deaths.",0,3,1.51E+18,,,,,
1062,Sun Mar 20 17:14:17 +0000 2022,BandyGit,@PTruthspeaker These people are unbelievably stupid and always happy to publicise the fact.,0,2,1.51E+18,,,,,
1063,Sun Mar 20 16:44:13 +0000 2022,BandyGit,As the 4th jab is about to be rolled out it’s worth re-visiting the lies from the ‘medical experts’. https://t.co/ynwtsYzCtP,3,8,1.51E+18,,,,,
1064,Sun Mar 20 15:58:14 +0000 2022,BandyGit,"@ollywoadhill @RichardBarrow The people affected by the ‘vaccines’ might disagree, but u go ahead and keep getting jabs every few months, whatever makes u happy.
 
 https://t.co/NmWJqdTsoz",0,1,1.51E+18,,,,,
1065,Sun Mar 20 14:13:01 +0000 2022,BandyGit,@Mand2101 @adrianjcox It’s scandalous. I keep hoping that those responsible will be held accountable but it looks increasingly unlikely.,0,1,1.51E+18,,,,,
1066,Sun Mar 20 11:53:35 +0000 2022,BandyGit,"@chrischirp Breathing all that infected air, hope u had 2 masks on.",0,0,1.51E+18,,,,,
1067,Sun Mar 20 11:38:41 +0000 2022,BandyGit,@snodlandmick @ClarkeMicah @georgegalloway https://t.co/YXPRoZFGsW,0,0,1.51E+18,,,,,
1068,Sun Mar 20 11:38:31 +0000 2022,BandyGit,@snodlandmick @ClarkeMicah @georgegalloway Does this sound like an acceptable way to determine a cause of death? https://t.co/CfAywCngAM,1,0,1.51E+18,,,,,
1069,Sun Mar 20 11:29:52 +0000 2022,BandyGit,"@Mand2101 @adrianjcox I also obtained the Total Hospital Deaths, there was no increase in the last 2 years. https://t.co/8U2a4bUkye",2,2,1.51E+18,,,,,
1070,Sat Mar 19 19:27:47 +0000 2022,BandyGit,@adrianjcox Thanks. No doubt the stats would be similar in every region.,0,0,1.51E+18,,,,,
1071,Sat Mar 19 15:59:45 +0000 2022,BandyGit,Ahh. The Daily Fail... https://t.co/YwIbwoTzka,1,0,1.51E+18,,,,,
1072,Sat Mar 19 12:49:42 +0000 2022,BandyGit,The response to my Freedom Of Information request to my local NHS Trust doesn’t reflect the ‘hospitals were overwhelmed’ narrative we’ve been bombarded with for 2 years. These are Total Hospital Admissions (all causes). https://t.co/Gwl2Z7QDEQ,154,238,1.51E+18,,,,,
1073,Sat Mar 19 10:08:03 +0000 2022,BandyGit,The Great Reset is continuing 👇🏻 https://t.co/2WrEr7wlWH,2,4,1.51E+18,,,,,
1074,Fri Mar 18 19:39:11 +0000 2022,BandyGit,@paulJpitt1967 The greatest ever 👍🏻,0,0,1.50E+18,,,,,
1075,Fri Mar 18 18:46:30 +0000 2022,BandyGit,@IngredientsbyL @AmitAryaMD It’s frightening how many doctors have been exposed as completely unhinged.,0,1,1.50E+18,,,,,
1076,Fri Mar 18 15:40:55 +0000 2022,BandyGit,"Please understand that if you have a ‘Global Digital ID’, this can be turned off at anytime for any reason. You become nothing. Welcome to Digital Slavery, the Fourth Industrial Revolution.",1607,0,1.50E+18,,,,,
1077,Thu Mar 17 19:47:01 +0000 2022,BandyGit,"This is what real journalism looks like, great interview with Lara Logan in this thread. https://t.co/HczIklb4kF",4,5,1.50E+18,,,,,
1078,Wed Mar 16 19:57:06 +0000 2022,BandyGit,"Somebody, please explain why the world accepts a college drop-out software developer as the global expert on pandemics and viruses?
 
 No qualification in epidemiology, virology or pharmacology yet advises the WHO. It's perverse. https://t.co/Pcp1iYYK9f https://t.co/055esEjs3b",5,0,1.50E+18,,no,,,
1079,Wed Mar 16 17:29:51 +0000 2022,BandyGit,@Moosefucker If they don’t ‘resist’ donating their bodies to medical experimentation whilst they’re still alive I don’t think Klaus has much to worry about.,0,1,1.50E+18,,,,,
1080,Wed Mar 16 17:19:10 +0000 2022,BandyGit,https://t.co/2PAKBIwIY5,4717,0,1.50E+18,,,,,
1081,Wed Mar 16 10:33:59 +0000 2022,BandyGit,@s_dee90 @dr_musgrave She sounds like a GP u can trust. No wonder the reputation of the medical profession is at an all-time low.,0,6,1.50E+18,,,,,
1082,Wed Mar 16 09:37:25 +0000 2022,BandyGit,@PaulTho32949139 The Virtue Signalling is off the scale these days. Total clown show.,0,1,1.50E+18,,,,,
1083,Wed Mar 16 09:26:09 +0000 2022,BandyGit,@Saffiya_Khan1 @telfordvillan @IndependentSage The ramblings of the mentally deficient.,0,0,1.50E+18,,,,,
1084,Tue Mar 15 23:12:48 +0000 2022,BandyGit,"@dgurdasani1 @telfordvillan @Kegel7 U are ‘blocking’ life, no sane person can continue living like that.",0,0,1.50E+18,,,,,
1085,Tue Mar 15 23:07:11 +0000 2022,BandyGit,"@dgurdasani1 @telfordvillan People just love showing off their mental illness. Obsessed lunatics that are scared of living, they are beyond help.",0,0,1.50E+18,,,,,
1086,Tue Mar 15 21:40:39 +0000 2022,BandyGit,@dgurdasani1 @telfordvillan ‘Raging pandemic’ 🤣🤣,0,2,1.50E+18,,,,,
1087,Tue Mar 15 18:13:34 +0000 2022,BandyGit,"The Australian Health Practitioner Regulation Agency (AHPRA) has 12 Commandments that must be obeyed to avoid losing your licence.
 Even ‘views expressed which may be consistent with evidence-based material’ are not allowed. https://t.co/EmO8MJUIni",0,2,1.50E+18,,,,,
1088,Tue Mar 15 17:51:40 +0000 2022,BandyGit,"@backtolife_2022 Edgy ‘comedians’ making comments 2 years too late when it’s safe to do so, I expect we’ll see a lot of this.",0,8,1.50E+18,,,,,
1089,Tue Mar 15 17:45:04 +0000 2022,BandyGit,This highlights the level of brainwashing by the media. In the space of 3 months they go from promoting not inviting unjabbed relatives to Xmas dinner to having a complete stranger (potentially unjabbed) living with you. https://t.co/fKl9UGGoPR,0,3,1.50E+18,,,,,
1090,Mon Mar 14 23:07:46 +0000 2022,BandyGit,@DrNeilStone @telfordvillan That’s nearly as funny as saying the ‘vaccines’ are safe and effective.,0,0,1.50E+18,,,,,
1091,Mon Mar 14 16:57:59 +0000 2022,BandyGit,"@timspector @telfordvillan ‘Covid is not over’ he says, meaning people like him refuse to let it go. 
 People have got a cold, big deal.",0,0,1.50E+18,,,,,
1092,Mon Mar 14 13:37:47 +0000 2022,BandyGit,"@essexfootie @HelenGoldrick @chrischirp Total Admissions in those 3 hospitals in the last 2 years have been lower than normal, see details from Freedom of Information request. https://t.co/aDRxbkz2Nk",0,0,1.50E+18,,,,,
1093,Mon Mar 14 13:30:14 +0000 2022,BandyGit,"@chrischirp @telfordvillan They’ve implemented a plan that MAKES you sick every few months, they’ve called it a ‘vaccine’.",0,1,1.50E+18,,,,,
1094,Mon Mar 14 10:56:00 +0000 2022,BandyGit,"@Kit_Yates_Maths @telfordvillan It’s very much a sign of delusion. 
 You’re just trying to hide your own irrational fears by saying it’s to protect other people.",0,1,1.50E+18,,,,,
1095,Sun Mar 13 23:10:36 +0000 2022,BandyGit,@AdamBrimson In The End (re animation version). Still sounds as good today as it did nearly 20 years ago.,0,1,1.50E+18,,,,,
1096,Sun Mar 13 21:30:13 +0000 2022,BandyGit,Federal govt in the US had a billion dollar budget to spend on promoting the ‘vaccines’ on all major tv networks &amp; in newspapers. https://t.co/Fpv6CHKkCz,14,35,1.50E+18,,,,,
1097,Sun Mar 13 21:09:43 +0000 2022,BandyGit,@BrendanRaffer16 Likewise 👍🏻,0,1,1.50E+18,,,,,
1098,Sun Mar 13 19:37:45 +0000 2022,BandyGit,"@drsimonegold He is absolutely correct. His book mentioned the harms he has witnessed first hand in his practice, he is very well positioned to take this stance. We need more of this 👍🏻",0,1,1.50E+18,,,,,
1099,Sun Mar 13 19:06:57 +0000 2022,BandyGit,@cliftonaduncan She sounds fun.,0,1,1.50E+18,,,,,
1100,Sun Mar 13 19:00:32 +0000 2022,BandyGit,@TheStrangeUnus1 Spot on 👍🏻,0,1,1.50E+18,,,,,
1101,Sun Mar 13 17:42:13 +0000 2022,BandyGit,"@profnfenton A billion dollars spent by the govt to push the vaccines in the US, see details here from freedom of info request 👇🏻 https://t.co/OSRV7PDKco",2,3,1.50E+18,,,,,
1102,Sun Mar 13 17:01:52 +0000 2022,BandyGit,@alen_tab Definitely ✊🏻,0,1,1.50E+18,,,,,
1103,Sun Mar 13 16:40:56 +0000 2022,BandyGit,"According to MSM there’s a lot of ‘biased and false news on social media’ and ‘this is extremely dangerous to our democracy’.
 It’s almost as if they’re following the same script, but surely that’s just a conspiracy theory?? https://t.co/LBgVsFGlw3",36,59,1.50E+18,,,,,
1104,Sun Mar 13 16:13:06 +0000 2022,BandyGit,"@hairymarx1 They have a tough run of games to end the season, it will be tight.",0,1,1.50E+18,,,,,
